KetQua
<br>Trùng TKB MH 862407; Nhóm 08; Thứ 4; Tiết BĐ 1; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 862407; Nhóm 08; Thứ 4; Tiết BĐ 1; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 8
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:25.7231564+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
<br>Trùng TKB MH 867510; Nhóm 06; Thứ 4; Tiết BĐ 1; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 867510; Nhóm 06; Thứ 4; Tiết BĐ 1; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 8
<br>Trùng TKB MH 867510; Nhóm 01; Thứ 4; Tiết BĐ 6; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 867510; Nhóm 01; Thứ 4; Tiết BĐ 6; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 8
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
<br>Trùng TKB MH 867510; Nhóm 01; Thứ 2; Tiết BĐ 6; Số tiết 3; Thời gian học tuần bắt đầu 19 số tuần 2<br>Trùng TKB MH 867510; Nhóm 01; Thứ 2; Tiết BĐ 6; Số tiết 3; Thời gian học tuần bắt đầu 24 số tuần 8
2024-12-11T09:56:25.8761687+07:00
<br>Trùng TKB MH 833408; Nhóm 01; Thứ 4; Tiết BĐ 9; Số tiết 2; Thời gian học tuần bắt đầu 20 số tuần 1<br>Trùng TKB MH 833408; Nhóm 01; Thứ 4; Tiết BĐ 9; Số tiết 2; Thời gian học tuần bắt đầu 24 số tuần 4<br>Trùng TKB MH 833408; Nhóm 01; Thứ 4; Tiết BĐ 9; Số tiết 2; Thời gian học tuần bắt đầu 31 số tuần 6
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
<br>Trùng TKB MH 833101; Nhóm 03; Thứ 2; Tiết BĐ 1; Số tiết 2; Thời gian học tuần bắt đầu 20 số tuần 1<br>Trùng TKB MH 833101; Nhóm 03; Thứ 2; Tiết BĐ 1; Số tiết 2; Thời gian học tuần bắt đầu 24 số tuần 4
<br>Trùng TKB MH 833408; Nhóm 01; Thứ 3; Tiết BĐ 9; Số tiết 2; Thời gian học tuần bắt đầu 20 số tuần 1<br>Trùng TKB MH 833408; Nhóm 01; Thứ 3; Tiết BĐ 9; Số tiết 2; Thời gian học tuần bắt đầu 24 số tuần 4<br>Trùng TKB MH 833408; Nhóm 01; Thứ 3; Tiết BĐ 9; Số tiết 2; Thời gian học tuần bắt đầu 31 số tuần 6
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:26.1071747+07:00
2024-12-11T09:56:26.1211715+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:26.1301725+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:26.3311786+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
2024-12-11T09:56:26.4601938+07:00
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
Nhóm tổ đã hết sĩ số. Vui lòng chọn nhóm tổ khác.
